PDBchain   len  method   resol   rfac  freerfac
6UXUA      300  XRAY     1.962  0.164  0.198
7CQNA      450  XRAY     1.962  0.169  0.199
5XSFA      209  XRAY     1.962  0.192  0.212
5WIUA      422  XRAY     1.962  0.206  0.236
3HFQA      347  XRAY     1.963   0.17  0.178
7RTYA      245  XRAY     1.963  0.218  0.257
4HI1A       91  XRAY     1.964  0.191  0.249
7D78A      322  XRAY     1.965  0.148  0.183
6EBNA     1013  XRAY     1.966  0.171  0.197
5IFKA      312  XRAY     1.967  0.158  0.199
4K7JA      379  XRAY     1.968  0.167  0.225
3RP8A      407  XRAY     1.968  0.192  0.229
3EETA      272  XRAY     1.969  0.178  0.218
6S9FA      569  XRAY     1.969  0.208  0.235
3UCQA      655  XRAY      1.97  0.147  0.188
6A41A      244  XRAY      1.97  0.148  0.183
1UNFX      238  XRAY      1.97   0.15  0.192
3HHSA      694  XRAY      1.97  0.156  0.194
3HHSB      684  XRAY      1.97  0.156  0.194
3ACZA      389  XRAY      1.97  0.157   0.19
5H8IA      304  XRAY      1.97  0.158  0.193
5CX7A      147  XRAY      1.97  0.159  0.186
6LTTA      320  XRAY      1.97  0.162  0.206
4REPA      495  XRAY      1.97  0.163  0.224
3OWAA      597  XRAY      1.97  0.164  0.201
5JBOA      485  XRAY      1.97   0.17  0.203
4CCDA      654  XRAY      1.97  0.172  0.198
4IU3A      212  XRAY      1.97  0.172  0.206
6CB0A      378  XRAY      1.97  0.173  0.212
2BBEA      108  XRAY      1.97  0.173  0.195
7D2WA      190  XRAY      1.97  0.174  0.204
5HXLA      156  XRAY      1.97  0.175  0.207
6HXVA      171  XRAY      1.97  0.176  0.238
6BEAA      466  XRAY      1.97  0.177  0.218
7EF9A      448  XRAY      1.97  0.179  0.197
5VLCA      446  XRAY      1.97  0.179  0.229
6L1KA      385  XRAY      1.97  0.179  0.209
3A04A      372  XRAY      1.97   0.18  0.235
2OT9A      180  XRAY      1.97   0.18  0.239
3OD1A      400  XRAY      1.97  0.181  0.224
6UP2A      830  XRAY      1.97  0.182  0.229
7NTHA      315  XRAY      1.97  0.182  0.225
4YZ1A      677  XRAY      1.97  0.183  0.215
4N18A      332  XRAY      1.97  0.183   0.22
7NWNAAA    215  XRAY      1.97  0.183   0.23
7NDRA      314  XRAY      1.97  0.184  0.222
1Q6HA      224  XRAY      1.97  0.184  0.229
5YZ1A      188  XRAY      1.97  0.184  0.234
1WX1A      335  XRAY      1.97  0.187  0.219
5OC0A      189  XRAY      1.97  0.188  0.204
5ZHCA      113  XRAY      1.97  0.188  0.238
4DKAC      105  XRAY      1.97  0.189  0.229
6IIKA      399  XRAY      1.97   0.19  0.218
6IAUA      346  XRAY      1.97  0.191  0.217
7F9XA      251  XRAY      1.97  0.195  0.228
5VZ3A      112  XRAY      1.97  0.196  0.248
3S5OA      307  XRAY      1.97  0.197  0.216
1VZYA      291  XRAY      1.97  0.197  0.225
4E01A      418  XRAY      1.97  0.198   0.22
3Q6DA      356  XRAY      1.97  0.198  0.247
1VA0A      239  XRAY      1.97  0.199  0.227
3WG9A      224  XRAY      1.97  0.201  0.252
2X8XX      235  XRAY      1.97  0.202  0.238
2D7VA      162  XRAY      1.97  0.202  0.258
6IE3A      389  XRAY      1.97  0.204  0.233
2E7YA      280  XRAY      1.97  0.204  0.249
4UN1B      179  XRAY      1.97  0.205  0.257
4UN1A      173  XRAY      1.97  0.205  0.257
3W36A      531  XRAY      1.97  0.206  0.243
4ZA6A      192  XRAY      1.97  0.207  0.228
4M5DA     1237  XRAY      1.97   0.21  0.238
4M5DB      297  XRAY      1.97   0.21  0.238
6FOKA      723  XRAY      1.97  0.211  0.232
4J25A      229  XRAY      1.97  0.213  0.257
6V4CA      295  XRAY      1.97  0.215  0.235
2OEZA      247  XRAY      1.97  0.216  0.267
2Q6QA       74  XRAY      1.97  0.216  0.297
3NX6A       95  XRAY      1.97  0.217  0.292
2DYOA      297  XRAY      1.97  0.218  0.245
6JHUA      283  XRAY      1.97  0.218  0.248
2DYOB       57  XRAY      1.97  0.218  0.245
3PT3A      118  XRAY      1.97  0.222  0.276
4Q6VA      136  XRAY      1.97  0.223   0.29
2Q09A      416  XRAY      1.97  0.224  0.214
4ICSA      413  XRAY      1.97  0.227  0.257
3LJSA      338  XRAY      1.97   0.23  0.225
5WQVA      104  XRAY      1.97  0.233  0.279
3E70C      328  XRAY      1.97  0.234  0.263
3FYRA       48  XRAY      1.97  0.238  0.304
3JY6A      276  XRAY      1.97  0.247  0.261
5UDNA      261  XRAY     1.971  0.201  0.224
3Q3JB      214  XRAY     1.971  0.213  0.248
3Q3JA      112  XRAY     1.971  0.213  0.248
6KHOA      514  XRAY     1.972   0.17  0.195
5EY5A      273  XRAY     1.972  0.181  0.232
5WGXA      667  XRAY     1.973  0.163  0.199
6LTZA      117  XRAY     1.973  0.191  0.234
6FV4A      401  XRAY     1.974  0.186  0.235
6L3FA      374  XRAY     1.975  0.173  0.199
3TDSA      268  XRAY     1.975  0.178  0.205
6J17A      324  XRAY     1.975  0.183  0.228
4GBDA      458  XRAY     1.975  0.192  0.231
3KDFB      132  XRAY     1.975  0.192  0.206
3KDFA      121  XRAY     1.975  0.192  0.206
3RV1A      246  XRAY     1.975  0.197  0.236
5UNQA      123  XRAY     1.976  0.214  0.256
6GZJB       54  XRAY     1.977  0.193  0.229
5TZBA      389  XRAY     1.977    0.2  0.238
3KHYA      384  XRAY     1.978  0.157  0.193
6J19A      281  XRAY     1.978  0.172  0.208
6J19B      104  XRAY     1.978  0.172  0.208
7CTQA      432  XRAY     1.978  0.184  0.222
6DCRA      694  XRAY     1.978  0.187  0.215
4ML1A      217  XRAY     1.978  0.194  0.242
5U78A      123  XRAY     1.978  0.224  0.258
5ZNTA      385  XRAY     1.979  0.168  0.191
6HWJA      451  XRAY     1.979  0.178  0.214
3TP4A      475  XRAY     1.979   0.18  0.218
5YY8A      328  XRAY     1.979  0.192  0.232
2XY1A      192  XRAY     1.979  0.203  0.266
3VAYA      230  XRAY     1.979  0.207  0.224
6IGWA      135  XRAY     1.979  0.241  0.247
6EU6A      405  XRAY      1.98  0.154  0.184
4JRFA      508  XRAY      1.98  0.157  0.178
6P2MA      696  XRAY      1.98  0.158  0.204
5G4ZA      179  XRAY      1.98  0.158  0.177
4EHCA      296  XRAY      1.98  0.167  0.213
3MZOA      216  XRAY      1.98  0.167    0.2
3LPZA      336  XRAY      1.98  0.169  0.222
5VOLA      275  XRAY      1.98  0.169  0.198
6BMAA      261  XRAY      1.98  0.169  0.196
5YOTA      765  XRAY      1.98   0.17  0.211
4KTYA      738  XRAY      1.98  0.171  0.206
1XNFA      275  XRAY      1.98  0.171  0.206
4ZQEA      432  XRAY      1.98  0.172  0.195
3GO6A      310  XRAY      1.98  0.172  0.203
1ZUD1      251  XRAY      1.98  0.174  0.229
1ZUD2       66  XRAY      1.98  0.174  0.229
6VZUA      453  XRAY      1.98  0.175  0.193
3VNIA      294  XRAY      1.98  0.175   0.22
6SI6A      308  XRAY      1.98  0.176  0.209
6L6GA      269  XRAY      1.98  0.177  0.216
2XU8A      116  XRAY      1.98  0.177  0.192
6TE6A      334  XRAY      1.98  0.179  0.201
1XDWA      331  XRAY      1.98   0.18  0.225
4YCSA      128  XRAY      1.98  0.181  0.226
5ZF2A      103  XRAY      1.98  0.181  0.215
6S20C      513  XRAY      1.98  0.182  0.224
4UUWA      394  XRAY      1.98  0.182  0.224
6KXFC       83  XRAY      1.98  0.182  0.229
5N5PA      138  XRAY      1.98  0.183  0.214
5N5PB       87  XRAY      1.98  0.183  0.214
5LPBA      296  XRAY      1.98  0.184  0.203
3PKOA      334  XRAY      1.98  0.185   0.23
5M6QA      225  XRAY      1.98  0.185   0.23
4OHXA      431  XRAY      1.98  0.186  0.219
3HOLA      509  XRAY      1.98  0.187  0.231
3TQSA      255  XRAY      1.98  0.187  0.246
4Q7FA      527  XRAY      1.98  0.188  0.218
5OD2A      458  XRAY      1.98  0.188  0.224
3FP3A      537  XRAY      1.98  0.189  0.227
2F9IA      327  XRAY      1.98  0.189  0.213
2F9IB      285  XRAY      1.98  0.189  0.213
7NZJA      213  XRAY      1.98  0.189  0.223
5OW2A      112  XRAY      1.98   0.19  0.237
3ZF8A      305  XRAY      1.98  0.191  0.239
4LOXA      302  XRAY      1.98  0.191  0.277
4AQNA      357  XRAY      1.98  0.192  0.237
6HJ6A      171  XRAY      1.98  0.192  0.237
6UEZA      454  XRAY      1.98  0.193  0.222
5K39A      171  XRAY      1.98  0.193  0.247
1F3ZA      161  XRAY      1.98  0.193  NA   
4K2PA      276  XRAY      1.98  0.194  0.236
4B79A      242  XRAY      1.98  0.194  0.213
3ZFIA      104  XRAY      1.98  0.194  0.234
6TY2A       56  XRAY      1.98  0.195  0.227
5W8XA      382  XRAY      1.98  0.201  0.231
2ZODA      345  XRAY      1.98  0.204   0.24
6CW3E      122  XRAY      1.98  0.204  0.227
1ML9A      302  XRAY      1.98  0.205  0.258
1I9GA      280  XRAY      1.98  0.205  0.236
3VN5A      257  XRAY      1.98  0.206  0.238
1V7LA      163  XRAY      1.98  0.206  0.247
3UEBA      110  XRAY      1.98  0.206  0.253
5ZWLG      280  XRAY      1.98  0.207  0.242
5E57A      217  XRAY      1.98  0.207  0.247
6I3VB      182  XRAY      1.98  0.207  0.245
5ZWLE      138  XRAY      1.98  0.207  0.242
6QZLA      126  XRAY      1.98  0.207  0.248
6I3VA       69  XRAY      1.98  0.207  0.245
6XOGB      640  XRAY      1.98  0.208   0.24
5KTKA      519  XRAY      1.98  0.208  0.231
6XOGA      346  XRAY      1.98  0.208   0.24
4RNZA      371  XRAY      1.98  0.209  0.239
1L3PA      102  XRAY      1.98  0.209  0.241
6GYGA       70  XRAY      1.98   0.21  0.256
3WXBA      279  XRAY      1.98  0.215  0.231
3KTOA      136  XRAY      1.98  0.218  0.243
4Z8WA      131  XRAY      1.98  0.218  0.248
4Z7AA      451  XRAY      1.98  0.222  0.262
5UKHA      365  XRAY      1.98  0.223  0.245
2Z2IA      191  XRAY      1.98  0.225  0.251
5CR6D      471  XRAY      1.98  0.249  0.266
6YN7A      452  XRAY      1.98  0.249  0.298
4Z7RA      299  XRAY     1.982  0.177  0.221
6ON1A      165  XRAY     1.982  0.209  0.256
5UGZA      260  XRAY     1.983  0.155  0.208
5VM2A      347  XRAY     1.983  0.183  0.225
4IXJA      283  XRAY     1.983  0.186   0.23
3HKMA      246  XRAY     1.984  0.173  0.235
7M1OA       72  XRAY     1.984  0.189  0.219
3KWOA      152  XRAY     1.985  0.146  0.197
3LL5A      249  XRAY     1.987  0.195  0.238
3IPFA       71  XRAY     1.988  0.198  0.233
6S29B       61  XRAY     1.988  0.198  0.234
4HSUA      776  XRAY     1.988  0.201  0.232
4HSUB      124  XRAY     1.988  0.201  0.232
3FDBA      377  XRAY      1.99  0.149  0.175
6NPSA      968  XRAY      1.99   0.15   0.19
4X28A      400  XRAY      1.99  0.153  0.186
4X28C      373  XRAY      1.99  0.153  0.186
2XQHA      281  XRAY      1.99   0.16  0.185
1VQZA      341  XRAY      1.99  0.162  0.217
6M0QA      570  XRAY      1.99  0.164    0.2
6M0QB       91  XRAY      1.99  0.164    0.2
4DVJA      363  XRAY      1.99  0.165  0.206
3F75A      224  XRAY      1.99  0.167  0.206
3F75P      106  XRAY      1.99  0.167  0.206
4ZDJA      587  XRAY      1.99  0.168  0.189
3IMFA      257  XRAY      1.99  0.168  0.206
3SB4A      329  XRAY      1.99   0.17  0.199
5OL0A      324  XRAY      1.99   0.17  0.226
2Y8VA      290  XRAY      1.99   0.17  0.213
3EOFA      248  XRAY      1.99  0.171  0.224
4M1BA      254  XRAY      1.99  0.172  0.214
3IR3A      148  XRAY      1.99  0.172  0.203
6KJIA      378  XRAY      1.99  0.174  0.214
2X3CA      343  XRAY      1.99  0.174  0.214
2WPVA      312  XRAY      1.99  0.175  0.206
2WPVB       59  XRAY      1.99  0.175  0.206
3TKKA      301  XRAY      1.99  0.178  0.237
4D70A      186  XRAY      1.99  0.178  0.213
5WEEA      195  XRAY      1.99  0.179  0.228
2P5VA      162  XRAY      1.99  0.179  0.238
4AQLA      476  XRAY      1.99  0.182  0.214
3C3KA      285  XRAY      1.99  0.183  0.231
2FB5A      205  XRAY      1.99  0.183  0.215
3ZPXA      458  XRAY      1.99  0.185  0.235
6KBCA      405  XRAY      1.99  0.185  0.209
3EUPA      204  XRAY      1.99  0.185  0.229
2P3EA      420  XRAY      1.99  0.186  0.218
3BWSA      433  XRAY      1.99  0.188  0.237
3SMZA      284  XRAY      1.99  0.188  0.233
4RZFA      256  XRAY      1.99  0.188  0.227
3CNEA      175  XRAY      1.99  0.188  0.234
7NZ9B      317  XRAY      1.99   0.19  0.218
6OW4A      294  XRAY      1.99   0.19  0.238
7NZ9A      191  XRAY      1.99   0.19  0.218
3HSAA      126  XRAY      1.99  0.191  0.233
4MJFA      263  XRAY      1.99  0.193   0.22
6BWGA      228  XRAY      1.99  0.194  0.234
2J8HA      197  XRAY      1.99  0.194   0.21
6B11A      440  XRAY      1.99  0.196   0.24
3G7GA      158  XRAY      1.99  0.196  0.254
3SREA      355  XRAY      1.99  0.197   0.22
3H20A      323  XRAY      1.99  0.197  0.232
5ORGA      263  XRAY      1.99  0.197  0.221
2HQ4A      161  XRAY      1.99  0.197  0.232
3GLVA      143  XRAY      1.99  0.197  0.242
6CDBA      106  XRAY      1.99  0.197  0.228
4LQKA      143  XRAY      1.99  0.198  0.219
4OFCA      335  XRAY      1.99  0.199  0.241
3GNJA      111  XRAY      1.99  0.199  0.266
7DK8A      598  XRAY      1.99    0.2  0.256
6ZE0A      270  XRAY      1.99    0.2   0.24
5KE6A       93  XRAY      1.99    0.2  0.234
4PO6A      567  XRAY      1.99  0.201  0.234
5VEGA      178  XRAY      1.99  0.204   0.25
3N3AC      153  XRAY      1.99  0.204  0.227
5MLPA      268  XRAY      1.99  0.205   0.25
6EEIA      490  XRAY      1.99  0.206   0.24
6YGUA      219  XRAY      1.99  0.207  0.252
6YGUB       86  XRAY      1.99  0.207  0.252
7CBCA      319  XRAY      1.99   0.21  0.252
4KUJA      288  XRAY      1.99   0.21  0.239
7O7AA      427  XRAY      1.99  0.212  0.247
2JAYA      291  XRAY      1.99  0.212  0.268
5UX2A      234  XRAY      1.99  0.212  0.254
3RIOA      180  XRAY      1.99  0.212  0.246
5N22A      183  XRAY      1.99  0.213  0.253
3ZPGA      382  XRAY      1.99  0.215  0.237
6KTYA      196  XRAY      1.99  0.218  0.257
5UZNA       92  XRAY      1.99  0.221   0.26
3EU9A      240  XRAY      1.99  0.222  0.251
3ZD2A      125  XRAY      1.99  0.222  0.248
5JOHA      257  XRAY      1.99  0.227  0.248
1TZJA      338  XRAY      1.99  0.229  0.251
4FWGA      732  XRAY      1.99  0.231  0.259
1J99A      293  XRAY      1.99  0.231  0.262
7E62C       55  XRAY      1.99  0.243  0.264
4PDCE      150  XRAY     1.991  0.168  0.214
6I8VA      221  XRAY     1.991  0.195  0.211
3GFUA      224  XRAY     1.991  0.241  0.286
6OVPA      129  XRAY     1.991  0.243  0.293
4Y0CA      176  XRAY     1.992  0.176  0.207
6KUEA      328  XRAY     1.992  0.183  0.229
3QWGA      123  XRAY     1.992  0.185  0.236
6G1DA      329  XRAY     1.992  0.201  0.221
4MEWA      356  XRAY     1.993  0.164  0.193
3LMAA      347  XRAY     1.993   0.17  0.211
6O3XA      172  XRAY     1.994  0.181  0.226
4EGCB      294  XRAY     1.994  0.186  0.224
4G3AA      237  XRAY     1.994   0.19  0.229
5D22A      127  XRAY     1.994   0.19  0.229
5W6YA      316  XRAY     1.995  0.157  0.196
4LLOA      177  XRAY     1.995  0.168  0.197
4U9CA      346  XRAY     1.995  0.175  0.213
3MKHA      438  XRAY     1.995  0.177  0.209
4GAXA      563  XRAY     1.995  0.178   0.23
6SWZAAA    258  XRAY     1.995  0.201  0.258
6VBHA      346  XRAY     1.995  0.221  0.244
6L34A       68  XRAY     1.996  0.177  0.199
3WSGA      252  XRAY     1.996  0.178  0.208
4LTNA      197  XRAY     1.996  0.178  0.191
4LOSA      187  XRAY     1.996  0.178  0.212
3L7YA      304  XRAY     1.996  0.191  0.246
3HXSA      141  XRAY     1.996  0.198  0.237
2HEKA      371  XRAY     1.997  0.177   0.22
4WLRB      102  XRAY     1.997  0.183  0.227
3WFIA      312  XRAY     1.997  0.187  0.224
6BU2A      151  XRAY     1.997  0.189  0.233
3OH8A      516  XRAY     1.997   0.19   0.22
5X7FA      235  XRAY     1.997  0.193  0.216
5WVOC      250  XRAY     1.997  0.198  0.239
6BLDA      419  XRAY     1.997  0.201  0.248
4K0DA      152  XRAY     1.997  0.201  0.252
7KCJA      232  XRAY     1.997  0.203   0.23
3Q87B      170  XRAY     1.997  0.205  0.256
3Q87A      125  XRAY     1.997  0.205  0.256
4G6DB      198  XRAY     1.997  0.206  0.243
4FIBA      129  XRAY     1.997  0.206  0.255
3QFLA      115  XRAY     1.997  0.212  0.258
3LMCA      210  XRAY     1.997  0.214  0.258
6DRSA      256  XRAY     1.997  0.221  0.259
6JCNA      234  XRAY     1.998  0.154   0.18
3QVMA      282  XRAY     1.998  0.157  0.185
6DCBA      309  XRAY     1.998  0.162  0.178
4ZNMA      462  XRAY     1.998  0.165  0.192
5JPOA      220  XRAY     1.998  0.169  0.203
6LV0A      335  XRAY     1.998   0.17  0.198
5HXGA      235  XRAY     1.998  0.179  0.206
6QQ4A      121  XRAY     1.998  0.192  0.236
7JUMA      195  XRAY     1.998  0.193  0.233
4RV0B       81  XRAY     1.998   0.21  0.253
2QEVA      145  XRAY     1.998   0.22  0.237
3QZ6A      261  XRAY     1.999  0.153  0.172
2XT2A      200  XRAY     1.999  0.166  0.215
3ZLCA      252  XRAY     1.999  0.168  0.206
4N77A      248  XRAY     1.999  0.172  0.231
5U93A      172  XRAY     1.999  0.172  0.203
5H5LA      202  XRAY     1.999  0.176  0.238
5X3PA       83  XRAY     1.999  0.177  0.226
3KLDA      384  XRAY     1.999  0.182  0.232
4QPOA       53  XRAY     1.999  0.194   0.23
6JHZA       93  XRAY     1.999  0.198  0.232
3TGVA      148  XRAY     1.999  0.199  0.235
3FTJA      226  XRAY     1.999  0.202   0.25
4DZDA      218  XRAY     1.999  0.204  0.246
6DG6A      104  XRAY     1.999  0.205  0.226
5YRQA      148  XRAY     1.999  0.207  0.246
3WMDA      160  XRAY     1.999  0.219  0.265
5X1EB      148  XRAY     1.999  0.223  0.269
5X1ED      111  XRAY     1.999  0.223  0.269
5X1EC      102  XRAY     1.999  0.223  0.269
5CE8A      307  XRAY       2.0  0.122  0.168
6Q3QA      121  XRAY       2.0  0.137  0.168
2QLXA      108  XRAY       2.0  0.138  0.188
1VRAB      215  XRAY       2.0  0.141  0.158
1VRAA      208  XRAY       2.0  0.141  0.158
2LHBA      149  XRAY       2.0  0.142  NA   
3A5VA      397  XRAY       2.0  0.143   0.17
2RSPA      124  XRAY       2.0  0.144  NA   
2Q4FA      149  XRAY       2.0  0.145  0.222
5L1RA      401  XRAY       2.0  0.146  0.173
1VJ0A      380  XRAY       2.0  0.146  0.194
3PPIA      281  XRAY       2.0  0.146  0.171
3LOYA      633  XRAY       2.0  0.147  0.191
3HVYA      427  XRAY       2.0  0.147  0.187
4UAPA      152  XRAY       2.0  0.147  0.192
4IQDA      305  XRAY       2.0  0.148  0.188
3GBHA      213  XRAY       2.0  0.148  0.185
2Q43A      418  XRAY       2.0  0.149  0.204
3DCIA      232  XRAY       2.0  0.149  0.184
4HWGA      385  XRAY       2.0   0.15  0.182
4IV6A      388  XRAY       2.0  0.151  0.185
3LNLA      370  XRAY       2.0  0.151  0.191
2HCMA      164  XRAY       2.0  0.151  0.196
2Q5WE      149  XRAY       2.0  0.151  0.193
2Q5WD       77  XRAY       2.0  0.151  0.193
3E15A      312  XRAY       2.0  0.152  0.202
4ZRSA      306  XRAY       2.0  0.152  0.199
3RSIA      265  XRAY       2.0  0.152  0.195
3K86A      185  XRAY       2.0  0.152  0.183
2SQCA      631  XRAY       2.0  0.153  0.187
5MUXA      472  XRAY       2.0  0.153  0.189
3NO4A      267  XRAY       2.0  0.153  0.192
2IHTA      573  XRAY       2.0  0.154  0.178
1YHTA      367  XRAY       2.0  0.154  0.211
7JQHA      325  XRAY       2.0  0.154  0.174
4Y7SA      111  XRAY       2.0  0.154  0.192
5MQ6A      655  XRAY       2.0  0.155  0.231
4HTYA      359  XRAY       2.0  0.155  0.169
4M73A      337  XRAY       2.0  0.155  0.211
5CYWB      152  XRAY       2.0  0.155  0.182
4C1UA      413  XRAY       2.0  0.156  0.205
3CBGA      232  XRAY       2.0  0.156  0.216
5XB7A      712  XRAY       2.0  0.157  0.191
1TWIA      434  XRAY       2.0  0.157  0.202
3H7TA      235  XRAY       2.0  0.157  0.175
6JT6A      197  XRAY       2.0  0.157  0.204
2NUJA      163  XRAY       2.0  0.157  0.187
2CHPA      153  XRAY       2.0  0.157  0.208
4JDNA      152  XRAY       2.0  0.157  0.191
2C21A      144  XRAY       2.0  0.157  0.201
2BNLA      136  XRAY       2.0  0.157  0.198
2VOSA      487  XRAY       2.0  0.158  0.192
4H7NA      474  XRAY       2.0  0.158  0.196
2EBNA      289  XRAY       2.0  0.158  NA   
4JE6A      197  XRAY       2.0  0.158  0.185
2ZY4A      546  XRAY       2.0  0.159  0.204
3K50A      403  XRAY       2.0  0.159  0.205
1WSRA      375  XRAY       2.0  0.159  0.193
6VQPA      335  XRAY       2.0  0.159  0.226
4OWKA      138  XRAY       2.0  0.159  0.191
6VW7B      520  XRAY       2.0   0.16  0.199
1QXOA      388  XRAY       2.0   0.16  0.222
4XA9A      297  XRAY       2.0   0.16  0.195
5ZFMA      281  XRAY       2.0   0.16  0.195
6NBEN      235  XRAY       2.0   0.16  0.184
4RW0A      185  XRAY       2.0   0.16  0.186
6VW7A      176  XRAY       2.0   0.16  0.199
1BF2A      750  XRAY       2.0  0.161  0.214
